X	Y	Z
-55.70862012008712	1.1898347521567243	0.0
-55.13626028174332	1.56183696018084	0.0
-54.371402265167156	2.055184435118653	0.0
-53.79787785651644	2.4253676690193835	0.0
-53.2241946428239	2.795310922034367	0.0
-52.650458494117316	3.1651874504642663	0.0
-52.07664294288993	3.5349213719665813	0.0
-51.5027744566485	3.904533225326726	0.0
-50.92880010037922	4.2740222694545045	0.0
-50.354746341588985	4.643392209800893	0.0
-49.78061318027786	5.01264622246673	0.0
-49.20640061644579	5.381779013950619	0.0
-48.63210865009278	5.75079084892763	0.0
-48.05779021623277	6.119712165030785	0.0
-47.4833659123449	6.488511465926782	0.0
-46.90888867344307	6.857188222265488	0.0
-46.3343320320203	7.2257943103605635	0.0
-45.759695988076636	7.594234976537047	0.0
-45.18503347662599	7.962644940405437	0.0
-44.61023862764043	8.330891070405647	0.0
-44.035443778654944	8.699075266439536	0.0
-43.46054305964145	9.067131889089806	0.0
-42.885589405614056	9.435111226619703	0.0
-42.31060928407976	9.803015131754723	0.0
-41.735523292517456	10.170767642749844	0.0
-41.160437300955216	10.538490510137153	0.0
-40.58524543936505	10.906084745440559	0.0
-40.0100271102679	11.273618105477922	0.0
-39.434702911142885	11.641039772635848	0.0
-38.8593787120178	12.008402946603361	0.0
-38.28394864286485	12.375646222764276	0.0
-37.7085185737119	12.742857473241745	0.0
-37.13303556954499	13.109954648764157	0.0
-36.55747316285719	13.47698883161996	0.0
-35.981884288662414	13.843956581033263	0.0
-35.406242479453674	14.210813431592333	0.0
-34.83057420273795	14.57765254892173	0.0
-34.254826523501265	14.944380238046762	0.0
-33.67905237675768	15.31105684488333	0.0
-33.103225295000044	15.677650608423066	0.0
-32.52737174573551	16.044219227831174	0.0
-31.951465261457002	16.410687535387847	0.0
-31.37553230967151	16.777105554681263	0.0
-30.79954642287213	17.14345290573106	0.0
-30.223534068565687	17.50978490562681	0.0
-29.647468779245354	17.876004683292983	0.0
-29.07140348992502	18.24221307993115	0.0
-28.495285265590724	18.608355043126817	0.0
-27.91914057374943	18.974446453384164	0.0
-27.34296941440116	19.340476194350252	0.0
-26.766771787545906	19.706487937411595	0.0
-26.19054769318367	20.072440393257317	0.0
-25.614270663807545	20.438334885262762	0.0
-25.037993634431412	20.804220642990906	0.0
-24.46169013754822	21.170044731427797	0.0
-23.885333705651142	21.535825148478175	0.0
-23.30897727375406	21.901593655150418	0.0
-22.732594374349993	22.267303668632238	0.0
-22.156185007438943	22.633005212511833	0.0
-21.57977564052797	22.998653027352265	0.0
-21.003339806109942	23.364278080136703	0.0
-20.426903971691914	23.729899427470162	0.0
-19.85041520225998	24.095472339265857	0.0
-19.273926432827977	24.46100899057699	0.0
-18.69743766339606	24.826561522392314	0.0
-18.12092242645707	25.192078852423364	0.0
-17.544380722011184	25.557548805616918	0.0
-16.967865485072267	25.923050519818844	0.0
-16.391297313119317	26.288506180558638	0.0
-15.814755608673423	26.653961047273217	0.0
-15.238213904227528	27.019405856335155	0.0
-14.66164573227465	27.38484298982006	0.0
-14.085077560321771	27.750287798881992	0.0
-13.508509388368822	28.115690259932766	0.0
-12.931941216415952	28.4811297754933	0.0
-12.355373044463072	28.84657193780454	0.0
-11.778804872510193	29.211979692356707	0.0
-11.202236700557314	29.577427148169335	0.0
-10.62569499611142	29.94287195723126	0.0
-10.049126824158463	30.30832470654529	0.0
-9.472585119712576	30.673777455859312	0.0
-8.896069882773673	31.039267259683104	0.0
-8.319554645834685	31.404762357008288	0.0
-7.743039408895783	31.770273334837658	0.0
-7.166524171956873	32.135805486672616	0.0
-6.5900089350178845	32.501340285258266	0.0
-6.0135466330929495	32.86691478510437	0.0
-5.4370578636609395	33.23248663819979	0.0
-4.860622029242904	33.59811142630915	0.0
-4.284159727317963	33.963715040412936	0.0
-3.707750360406919	34.32935570902648	0.0
-3.131340993495876	34.695033432149806	0.0
-2.5549316265848248	35.06072174227591	0.0
-1.9785487271807511	35.4264232861555	0.0
-1.402192295283669	35.79219099880253	0.0
-0.8258623308935782	36.157977238704454	0.0
-0.24953236650348032	36.52382170712171	0.0
0.32669172785876555	36.88976939881618	0.0
0.902915822220919	37.25572767751343	0.0
1.4791134490761806	37.62174418472603	0.0
2.0553375434384122	37.98771040367538	0.0
2.631561637800573	38.353658095369845	0.0
3.2075210570930466	38.720071615187074	0.0
3.7844862416506047	39.08488649758299	0.0
4.36531568222653	39.44352121710014	0.0
4.951173949127799	39.793892780939565	0.0
5.538726136475432	40.141387326770754	0.0
6.125351961079005	40.49043551526141	0.0
6.710522072798915	40.84195047540217	0.0
7.293601251467783	41.196892977696244	0.0
7.8761775475041205	41.55266920646005	0.0
