X	Y	Z
-55.70862012008712	1.3898347521567243	0.0
-55.13626028174332	1.76183696018084	0.0
-54.371402265167156	2.2551844351186525	0.0
-53.79787785651644	2.6253676690193832	0.0
-53.2241946428239	2.9953109220343666	0.0
-52.650458494117316	3.365187450464266	0.0
-52.07664294288993	3.734921371966581	0.0
-51.5027744566485	4.104533225326726	0.0
-50.92880010037922	4.474022269454505	0.0
-50.354746341588985	4.843392209800893	0.0
-49.78061318027786	5.21264622246673	0.0
-49.20640061644579	5.581779013950619	0.0
-48.63210865009278	5.95079084892763	0.0
-48.05779021623277	6.3197121650307855	0.0
-47.4833659123449	6.688511465926784	0.0
-46.90888867344307	7.057188222265487	0.0
-46.3343320320203	7.425794310360563	0.0
-45.759695988076636	7.794234976537047	0.0
-45.18503347662599	8.162644940405437	0.0
-44.61023862764043	8.530891070405648	0.0
-44.035443778654944	8.899075266439537	0.0
-43.46054305964145	9.267131889089807	0.0
-42.885589405614056	9.635111226619705	0.0
-42.31060928407976	10.003015131754724	0.0
-41.735523292517456	10.370767642749845	0.0
-41.160437300955216	10.738490510137154	0.0
-40.58524543936505	11.10608474544056	0.0
-40.0100271102679	11.473618105477923	0.0
-39.434702911142885	11.841039772635847	0.0
-38.8593787120178	12.20840294660336	0.0
-38.28394864286485	12.575646222764275	0.0
-37.7085185737119	12.942857473241748	0.0
-37.13303556954499	13.309954648764158	0.0
-36.55747316285719	13.676988831619964	0.0
-35.981884288662414	14.043956581033262	0.0
-35.406242479453674	14.410813431592333	0.0
-34.83057420273795	14.777652548921731	0.0
-34.254826523501265	15.144380238046763	0.0
-33.67905237675768	15.511056844883331	0.0
-33.103225295000044	15.877650608423066	0.0
-32.52737174573551	16.244219227831174	0.0
-31.951465261457002	16.610687535387846	0.0
-31.37553230967151	16.977105554681263	0.0
-30.79954642287213	17.34345290573106	0.0
-30.223534068565687	17.709784905626808	0.0
-29.647468779245354	18.076004683292982	0.0
-29.07140348992502	18.44221307993115	0.0
-28.495285265590724	18.808355043126816	0.0
-27.91914057374943	19.174446453384164	0.0
-27.34296941440116	19.54047619435025	0.0
-26.766771787545906	19.906487937411594	0.0
-26.19054769318367	20.272440393257316	0.0
-25.614270663807545	20.63833488526276	0.0
-25.037993634431412	21.004220642990905	0.0
-24.46169013754822	21.370044731427797	0.0
-23.885333705651142	21.735825148478174	0.0
-23.30897727375406	22.101593655150417	0.0
-22.732594374349993	22.467303668632237	0.0
-22.156185007438943	22.833005212511832	0.0
-21.57977564052797	23.198653027352265	0.0
-21.003339806109942	23.564278080136702	0.0
-20.426903971691914	23.92989942747016	0.0
-19.85041520225998	24.29547233926586	0.0
-19.273926432827977	24.66100899057699	0.0
-18.69743766339606	25.026561522392313	0.0
-18.12092242645707	25.392078852423364	0.0
-17.544380722011184	25.757548805616917	0.0
-16.967865485072267	26.123050519818843	0.0
-16.391297313119317	26.488506180558637	0.0
-15.814755608673423	26.853961047273216	0.0
-15.238213904227528	27.219405856335154	0.0
-14.66164573227465	27.584842989820064	0.0
-14.085077560321771	27.95028779888199	0.0
-13.508509388368822	28.315690259932765	0.0
-12.931941216415952	28.6811297754933	0.0
-12.355373044463072	29.04657193780454	0.0
-11.778804872510193	29.4119796923567	0.0
-11.202236700557314	29.777427148169334	0.0
-10.62569499611142	30.142871957231264	0.0
-10.049126824158463	30.50832470654529	0.0
-9.472585119712576	30.87377745585931	0.0
-8.896069882773673	31.239267259683103	0.0
-8.319554645834685	31.604762357008287	0.0
-7.743039408895783	31.970273334837657	0.0
-7.166524171956873	32.33580548667261	0.0
-6.5900089350178845	32.70134028525826	0.0
-6.0135466330929495	33.066914785104366	0.0
-5.4370578636609395	33.432486638199784	0.0
-4.860622029242904	33.79811142630915	0.0
-4.284159727317963	34.16371504041293	0.0
-3.707750360406919	34.529355709026476	0.0
-3.131340993495876	34.8950334321498	0.0
