1.410085800000000e+002 -1.254855100000000e-018 0.000000000000000e+000 
1.411537000000000e+002 9.220795200000000e-002 0.000000000000000e+000 
1.413699500000000e+002 2.327584800000000e-001 0.000000000000000e+000 
1.416589300000000e+002 4.191558900000000e-001 0.000000000000000e+000 
1.418756200000000e+002 5.590191700000000e-001 0.000000000000000e+000 
1.420923700000000e+002 6.987917800000000e-001 0.000000000000000e+000 
1.423091400000000e+002 8.385391800000001e-001 0.000000000000000e+000 
1.425259400000000e+002 9.782327000000000e-001 0.000000000000000e+000 
1.427427600000000e+002 1.117880100000000e+000 0.000000000000000e+000 
1.429596200000000e+002 1.257481100000000e+000 0.000000000000000e+000 
1.431765100000000e+002 1.397037100000000e+000 0.000000000000000e+000 
1.433934300000000e+002 1.536549300000000e+000 0.000000000000000e+000 
1.436103800000000e+002 1.676015700000000e+000 0.000000000000000e+000 
1.438273600000000e+002 1.815436400000000e+000 0.000000000000000e+000 
1.440443500000000e+002 1.954822900000000e+000 0.000000000000000e+000 
1.442613800000000e+002 2.094163300000000e+000 0.000000000000000e+000 
1.444784300000000e+002 2.233457400000000e+000 0.000000000000000e+000 
1.446955100000000e+002 2.372724800000000e+000 0.000000000000000e+000 
1.449126200000000e+002 2.511929700000000e+000 0.000000000000000e+000 
1.451297400000000e+002 2.651123000000000e+000 0.000000000000000e+000 
1.453469100000000e+002 2.790254400000000e+000 0.000000000000000e+000 
1.455640800000000e+002 2.929362400000000e+000 0.000000000000000e+000 
1.457812900000000e+002 3.068422200000000e+000 0.000000000000000e+000 
1.459985200000000e+002 3.207452800000000e+000 0.000000000000000e+000 
1.462157600000000e+002 3.346454900000000e+000 0.000000000000000e+000 
1.464330400000000e+002 3.485399800000000e+000 0.000000000000000e+000 
1.466503200000000e+002 3.624333500000000e+000 0.000000000000000e+000 
1.468676400000000e+002 3.763218600000000e+000 0.000000000000000e+000 
1.470849700000000e+002 3.902080700000000e+000 0.000000000000000e+000 
1.473023400000000e+002 4.040900600000000e+000 0.000000000000000e+000 
1.475197100000000e+002 4.179698400000000e+000 0.000000000000000e+000 
1.477371200000000e+002 4.318450900000000e+000 0.000000000000000e+000 
1.479545300000000e+002 4.457191300000000e+000 0.000000000000000e+000 
1.481719600000000e+002 4.595888600000000e+000 0.000000000000000e+000 
1.483894200000000e+002 4.734562100000000e+000 0.000000000000000e+000 
1.486068900000000e+002 4.873210500000000e+000 0.000000000000000e+000 
1.488243800000000e+002 5.011817000000000e+000 0.000000000000000e+000 
1.490418800000000e+002 5.150416800000000e+000 0.000000000000000e+000 
1.492594100000000e+002 5.288974500000000e+000 0.000000000000000e+000 
1.494769500000000e+002 5.427512900000000e+000 0.000000000000000e+000 
1.496945100000000e+002 5.566020000000000e+000 0.000000000000000e+000 
1.499120800000000e+002 5.704517600000000e+000 0.000000000000000e+000 
1.501296700000000e+002 5.842977300000000e+000 0.000000000000000e+000 
1.503472700000000e+002 5.981418000000000e+000 0.000000000000000e+000 
1.505648900000000e+002 6.119832000000000e+000 0.000000000000000e+000 
1.507825200000000e+002 6.258240200000000e+000 0.000000000000000e+000 
1.510001700000000e+002 6.396606000000000e+000 0.000000000000000e+000 
1.512178200000000e+002 6.534967500000000e+000 0.000000000000000e+000 
1.514354900000000e+002 6.673303900000000e+000 0.000000000000000e+000 
1.516531700000000e+002 6.811621200000000e+000 0.000000000000000e+000 
1.518708600000000e+002 6.949915200000000e+000 0.000000000000000e+000 
1.520885600000000e+002 7.088202400000000e+000 0.000000000000000e+000 
1.523062700000000e+002 7.226467200000000e+000 0.000000000000000e+000 
1.525240000000000e+002 7.364710100000000e+000 0.000000000000000e+000 
1.527417300000000e+002 7.502949700000000e+000 0.000000000000000e+000 
1.529594700000000e+002 7.641166000000000e+000 0.000000000000000e+000 
1.531772300000000e+002 7.779365800000000e+000 0.000000000000000e+000 
1.533949900000000e+002 7.917561100000000e+000 0.000000000000000e+000 
1.536127600000000e+002 8.055734299999999e+000 0.000000000000000e+000 
1.538305400000000e+002 8.193904300000000e+000 0.000000000000000e+000 
1.540483200000000e+002 8.332053999999999e+000 0.000000000000000e+000 
1.542661100000000e+002 8.470195100000000e+000 0.000000000000000e+000 
1.544839000000000e+002 8.608334800000000e+000 0.000000000000000e+000 
1.547017100000000e+002 8.746456200000001e+000 0.000000000000000e+000 
1.549195200000000e+002 8.884563900000000e+000 0.000000000000000e+000 
1.551373300000000e+002 9.022677600000000e+000 0.000000000000000e+000 
1.553551500000000e+002 9.160778000000001e+000 0.000000000000000e+000 
1.555729800000000e+002 9.298860500000000e+000 0.000000000000000e+000 
1.557908000000000e+002 9.436954999999999e+000 0.000000000000000e+000 
1.560086400000000e+002 9.575032100000000e+000 0.000000000000000e+000 
1.562264700000000e+002 9.713108900000000e+000 0.000000000000000e+000 
1.564443000000000e+002 9.851181900000000e+000 0.000000000000000e+000 
1.566621400000000e+002 9.989252000000001e+000 0.000000000000000e+000 
1.568799800000000e+002 1.012732500000000e+001 0.000000000000000e+000 
1.570978200000000e+002 1.026538200000000e+001 0.000000000000000e+000 
1.573156600000000e+002 1.040345300000000e+001 0.000000000000000e+000 
1.575335000000000e+002 1.054152500000000e+001 0.000000000000000e+000 
1.577513400000000e+002 1.067958400000000e+001 0.000000000000000e+000 
1.579691800000000e+002 1.081765800000000e+001 0.000000000000000e+000 
1.581870100000000e+002 1.095573100000000e+001 0.000000000000000e+000 
1.584048500000000e+002 1.109380700000000e+001 0.000000000000000e+000 
1.586226800000000e+002 1.123188300000000e+001 0.000000000000000e+000 
1.588405000000000e+002 1.136997300000000e+001 0.000000000000000e+000 
1.590583200000000e+002 1.150806500000000e+001 0.000000000000000e+000 
1.592761400000000e+002 1.164616300000000e+001 0.000000000000000e+000 
1.594939600000000e+002 1.178426900000000e+001 0.000000000000000e+000 
1.597117800000000e+002 1.192237600000000e+001 0.000000000000000e+000 
1.599295800000000e+002 1.206049800000000e+001 0.000000000000000e+000 
1.601473900000000e+002 1.219861900000000e+001 0.000000000000000e+000 
1.603651800000000e+002 1.233676000000000e+001 0.000000000000000e+000 
1.605829800000000e+002 1.247489300000000e+001 0.000000000000000e+000 
1.608007600000000e+002 1.261304000000000e+001 0.000000000000000e+000 
1.610185400000000e+002 1.275120100000000e+001 0.000000000000000e+000 
1.612363200000000e+002 1.288936600000000e+001 0.000000000000000e+000 
1.614540900000000e+002 1.302753600000000e+001 0.000000000000000e+000 
1.616718500000000e+002 1.316573100000000e+001 0.000000000000000e+000 
1.618896000000000e+002 1.330393300000000e+001 0.000000000000000e+000 
